2.513557047192520044e-01,1.359813207232769106e+00,-2.055156655936741794e-01,3.091019630646691940e-01,-2.417224097812420980e-01,-2.868995829048495705e-02
2.343068634987295062e-01,1.267332597836117847e+00,-2.019981202079174920e-01,2.882888150377572734e-01,-2.313958875887821287e-01,-2.322650923834856940e-02
2.234285542278741654e-01,1.177962152562211706e+00,-1.945996375994849814e-01,2.678323128931632269e-01,-2.224680910999557448e-01,-2.026481821798201133e-02
2.141888620229067397e-01,1.094891027575734421e+00,-1.863383057116300701e-01,2.488126891204048563e-01,-2.138647435210811187e-01,-1.788658884567333185e-02
2.057178195603269200e-01,1.017679348344646018e+00,-1.778128558535839454e-01,2.311617082143114232e-01,-2.054188241144567217e-01,-1.580632552831717774e-02
1.977036944580141675e-01,9.459188226386708864e-01,-1.692403427825668327e-01,2.147936713424239141e-01,-1.970714034612144339e-01,-1.391978065270284282e-02
1.899936408803932220e-01,8.792284839348809555e-01,-1.607312362883177304e-01,1.996206267591517092e-01,-1.887925632112532337e-01,-1.217736016539287813e-02
1.824032302344251177e-01,8.172593533444721947e-01,-1.523126962160953890e-01,1.855832293251236664e-01,-1.805825057337206441e-01,-1.049317615363851153e-02
1.747688233702523464e-01,7.596863217390830147e-01,-1.439961177903264777e-01,1.726217441388565588e-01,-1.724527470545371144e-01,-8.787648777697762426e-03
1.670719262341482381e-01,7.061981625718457556e-01,-1.358364783871135739e-01,1.606461544388479157e-01,-1.643972364116710050e-01,-7.065202650427704345e-03
1.593025614835742731e-01,6.565051769344887322e-01,-1.278760345858983571e-01,1.495743823720030730e-01,-1.564118039099938740e-01,-5.331883922303999601e-03
1.514563571292169841e-01,6.103378025270667084e-01,-1.201472607487240191e-01,1.393316123288189934e-01,-1.484934741147176385e-01,-3.594409958218545975e-03
1.435327611287852967e-01,5.674452969265671998e-01,-1.126747993114570606e-01,1.298496524065155255e-01,-1.406400436278141819e-01,-1.859613992448660991e-03
1.355338693415407691e-01,5.275944930106141184e-01,-1.054768764196167274e-01,1.210663396580719808e-01,-1.328498065078127233e-01,-1.341122635020799980e-04
1.277168606412380780e-01,4.905572209163269193e-01,-9.862997874301086820e-02,1.128657065766644207e-01,-1.252435355539625317e-01,1.365189925988420649e-03
1.200775138629861655e-01,4.561337966631848206e-01,-9.213108201371902894e-02,1.052088825951291440e-01,-1.178166345590875713e-01,2.649624253673849017e-03
1.126081355388077188e-01,4.241388828974704817e-01,-8.597369401089190177e-02,9.806066813508326763e-02,-1.105626498559563187e-01,3.733929118962288352e-03
1.053021293279070014e-01,3.944002736222212424e-01,-8.014965197977495792e-02,9.138810201127797739e-02,-1.034755343609931044e-01,4.632088529559673373e-03
9.815376517944249257e-02,3.667579761842629793e-01,-7.464951329907600075e-02,8.516030962301884832e-02,-9.654960167462095511e-02,5.357355697081199464e-03
9.130635484986791839e-02,3.410585306209851231e-01,-6.948832407659959187e-02,7.934171721329603966e-02,-8.990804405884454675e-02,5.908237789443123930e-03
8.493684421380290339e-02,3.171589792509911243e-01,-6.468011448274590958e-02,7.390010494462886936e-02,-8.370660758775165522e-02,6.289663649294638045e-03
7.901152418890418361e-02,2.949332396195676331e-01,-6.020125322054438455e-02,6.881493526897412838e-02,-7.791924920140057276e-02,6.529979006351155704e-03
7.349917112030326938e-02,2.742640586808705039e-01,-5.602960318512379551e-02,6.406603507387989560e-02,-7.252088217068590470e-02,6.653715121285244151e-03
6.837083556048277611e-02,2.550423958009181424e-01,-5.214444733111086444e-02,5.963375569417857236e-02,-6.748745516129101008e-02,6.682012186370610979e-03
6.359965590829479154e-02,2.371668485579650765e-01,-4.852641212835834272e-02,5.549909256157428000e-02,-6.279600470773862020e-02,6.633012193256183388e-03
5.916069237972385736e-02,2.205431184315171655e-01,-4.515739103632415014e-02,5.164377102900664235e-02,-5.842468476968794983e-02,6.522219352202591851e-03
5.503077792862857975e-02,2.050835136602197351e-01,-4.202046952247272954e-02,4.805030426469667632e-02,-5.435277712329511512e-02,6.362827566876855072e-03
5.118838353270124125e-02,1.907064867259966878e-01,-3.909985256026446421e-02,4.470202840609396877e-02,-5.056068614608123790e-02,6.166015532036537607e-03
4.761349582668224223e-02,1.773362040883095792e-01,-3.638079515512322032e-02,4.158311945947492511e-02,-4.702992121539822240e-02,5.941210776657077780e-03
4.428750547647495456e-02,1.649021459490230546e-01,-3.384953619169346617e-02,3.867859576391317195e-02,-4.374306954090307481e-02,5.696324476757005408e-03
4.119310499269969450e-02,1.533387339756270562e-01,-3.149323572774075097e-02,3.597430922901372757e-02,-4.068376184110745336e-02,5.437959163122129541e-03
3.831419491233278157e-02,1.425849850489477044e-01,-2.929991575008347379e-02,3.345692801331567184e-02,-3.783663288264847713e-02,5.171591596553093938e-03
3.563579745380602432e-02,1.325841892314054971e-01,-2.725840433684734512e-02,3.111391283665471477e-02,-3.518727854422504936e-02,4.901733117258515529e-03
3.314397688889580279e-02,1.232836102737346062e-01,-2.535828312541557258e-02,2.893348871264590436e-02,-3.272221075214882396e-02,4.632069728445228560e-03
3.082576598405640383e-02,1.146342070922920786e-01,-2.358983795818806947e-02,2.690461354188044760e-02,-3.042881136266557124e-02,4.365584073006860584e-03
2.866909795168896130e-02,1.065903747560058151e-01,-2.194401256291413430e-02,2.501694471626568148e-02,-2.829528583588908699e-02,4.104661326608199587e-03
2.666274342332701844e-02,9.910970362206859841e-02,-2.041236511701219336e-02,2.326080464350623392e-02,-2.631061735387271033e-02,3.851180875494477317e-03
2.479625201557908790e-02,9.215275535299954912e-02,-1.898702754326716743e-02,2.162714590152900809e-02,-2.446452187675056400e-02,3.606595484092442547e-03
2.305989810866926684e-02,8.568285463509606181e-02,-1.766066738577333484e-02,2.010751656952181055e-02,-2.274740450153572846e-02,3.371999493762093368e-03
2.144463049861296267e-02,7.966589549987516949e-02,-1.642645211871971919e-02,1.869402614959493267e-02,-2.115031738374279977e-02,3.148187435253572974e-03
1.994202561903000298e-02,7.407016122624833498e-02,-1.527801574573816636e-02,1.737931238595693748e-02,-1.966491939853488163e-02,2.935704287024335640e-03
1.854424405853329766e-02,6.886615687219106718e-02,-1.420942755347481996e-02,1.615650920257444625e-02,-1.828343765203733692e-02,2.734888471603978948e-03
1.724399012547253932e-02,6.402645355087020762e-02,-1.321516288940404772e-02,1.501921591187886304e-02,-1.699863090173649172e-02,2.545908553750204049e-03
1.603447423428953217e-02,5.952554362789960751e-02,-1.229007584042506734e-02,1.396146779303386945e-02,-1.580375490485774401e-02,2.368794487517511191e-03
1.490937790743881303e-02,5.533970607387786456e-02,-1.142937369528441473e-02,1.297770809594239044e-02,-1.469252968307577234e-02,2.203464154392777673e-03
1.386282120420180564e-02,5.144688125988321897e-02,-1.062859308024773249e-02,1.206276149433983466e-02,-1.365910866900034784e-02,2.049745840857361990e-03
1.288933240314708156e-02,4.782655453345842356e-02,-9.883577663626016280e-03,1.121180898618236339e-02,-1.269804968307071576e-02,1.907397220394397522e-03
1.198381977876409113e-02,4.445964795899791377e-02,-9.190457330709524836e-03,1.042036422054709414e-02,-1.180428767753130895e-02,1.776121331278984359e-03
1.114154532516600273e-02,4.132841964963458042e-02,-8.545628736350500965e-03,9.684251216223712169e-03,-1.097310917601835786e-02,1.655579976615014458e-03
1.035810029091732178e-02,3.841637015789200332e-02,-7.945737147855808785e-03,8.999583427050884474e-03,-1.020012833213933094e-02,1.545404916141278947e-03
9.629382399159034517e-03,3.570815542974298956e-02,-7.387659496004984894e-03,8.362744102029603596e-03,-9.481264527601229730e-03,1.445207169527345289e-03
8.951574636412551467e-03,3.318950586147866033e-02,-6.868488556894400236e-03,7.770367883663559239e-03,-8.812721429400649509e-03,1.354584707389174187e-03
8.321125501855706694e-03,3.084715103112882842e-02,-6.385518191941655895e-03,7.219323585291155532e-03,-8.190967425902221863e-03,1.273128768398908844e-03
7.734730616574684962e-03,2.866874970623895652e-02,-5.936229577765539736e-03,6.706698086956465986e-03,-7.612717362956333139e-03,1.200429007937082234e-03
7.189315599384352856e-03,2.664282475777930703e-02,-5.518278361802403734e-03,6.229781289275006934e-03,-7.074915503274234983e-03,1.136077655164312869e-03
6.682020122338070550e-03,2.475870263596012880e-02,-5.129482683437848294e-03,5.786052065499188400e-03,-6.574719634871951587e-03,1.079672830624706656e-03
6.210183065082031106e-03,2.300645708789943178e-02,-4.767812004132527398e-03,5.373165153364238035e-03,-6.109486257348861749e-03,1.030821155048353838e-03
5.771328692788326754e-03,2.137685681957733272e-02,-4.431376693515402983e-03,4.988938930122275260e-03,-5.676756777950708009e-03,9.891397614838943770e-04
5.363153787572630220e-03,1.986131682540282981e-02,-4.118418321714236406e-03,4.631344016317852363e-03,-5.274244652678209203e-03,9.542578068692729150e-04
