2.513557047192520044e-01,1.359813207232769106e+00,-2.055156655936741794e-01,3.091019630646691940e-01,-2.417224097812420980e-01,-2.868995829048495705e-02
2.456460736727701377e-01,1.331632976982035199e+00,-2.017775214520741989e-01,3.029672831105190145e-01,-2.365575432358812680e-01,-2.754570219616639393e-02
2.399976477102148953e-01,1.303095288569660282e+00,-1.978567446539442054e-01,2.967752559372036636e-01,-2.313795102200401632e-01,-2.640993634018318215e-02
2.343775176563315243e-01,1.274222583327298208e+00,-1.937954474963413110e-01,2.905160820140253453e-01,-2.261776604097746057e-01,-2.527712622885716631e-02
2.287664145400376270e-01,1.245039196702632855e+00,-1.896219750325810471e-01,2.841877404864143752e-01,-2.209473605987999079e-01,-2.414462929145461123e-02
2.231530760220592213e-01,1.215570277221180273e+00,-1.853565359474252661e-01,2.777912678072397279e-01,-2.156870379970175777e-01,-2.301124085741626524e-02
2.175311401502903474e-01,1.185841259366152700e+00,-1.810143081501783269e-01,2.713291788442849239e-01,-2.103968950590466847e-01,-2.187660441388639132e-02
2.118973677720841220e-01,1.155877587961498199e+00,-1.766072166639902907e-01,2.648047881978506379e-01,-2.050782351236958012e-01,-2.074090748837689735e-02
2.062505747977248227e-01,1.125704564251273743e+00,-1.721450010431685718e-01,2.582218776578870667e-01,-1.997330727949929996e-01,-1.960470601541215718e-02
2.005909650610575579e-01,1.095347254379024138e+00,-1.676358814820458065e-01,2.515845177225164431e-01,-1.943638943280662224e-01,-1.846881497273752948e-02
1.949196988931987118e-01,1.064830431543413169e+00,-1.630869886531418345e-01,2.448969651324308383e-01,-1.889735033575072054e-01,-1.733423638610714912e-02
1.892386055722262428e-01,1.034178537192487202e+00,-1.585046492912391691e-01,2.381636007904878727e-01,-1.835649178900901068e-01,-1.620210971730796923e-02
1.835499864784168600e-01,1.003415653458375578e+00,-1.538945808428459072e-01,2.313888903627314142e-01,-1.781412994053623300e-01,-1.507367627077775551e-02
1.778564770962976216e-01,9.725654825121721192e-01,-1.492620271511750085e-01,2.245773581749659353e-01,-1.727059027603621011e-01,-1.395025269498306741e-02
1.721609481825493726e-01,9.416513303609969077e-01,-1.446118549372550355e-01,2.177335691653961569e-01,-1.672620399649382694e-01,-1.283321056037761698e-02
1.664664336055390881e-01,9.106960936211263569e-01,-1.399486236271723916e-01,2.108621158427280984e-01,-1.618130534355185224e-01,-1.172396010346062056e-02
1.607760767281240233e-01,8.797222483750687383e-01,-1.352766366924497698e-01,2.039676084105815912e-01,-1.563622958674314167e-01,-1.062393689561084986e-02
1.550930899276571628e-01,8.487518405556362389e-01,-1.305999799362117519e-01,1.970546669167941300e-01,-1.509131148184765792e-01,-9.534590612541124499e-03
1.494207235850924798e-01,8.178064775009205034e-01,-1.259225504114396266e-01,1.901279147021154858e-01,-1.454688407046336174e-01,-8.457375347353510153e-03
1.437622420086555330e-01,7.869073204472828431e-01,-1.212480785182056542e-01,1.831919726781795488e-01,-1.400327773063233250e-01,-7.393741085155683401e-03
1.381209045114859535e-01,7.560750778046795295e-01,-1.165801450688090102e-01,1.762514541257033940e-01,-1.346081941489574163e-01,-6.345126074081802736e-03
1.324999503731316419e-01,7.253299991079231734e-01,-1.119221945964429116e-01,1.693109598077797984e-01,-1.291983203019611282e-01,-5.312949906995871607e-03
1.269025867661285611e-01,6.946918695695292190e-01,-1.072775458297283852e-01,1.623750732616484060e-01,-1.238063392652984651e-01,-4.298607182902702828e-03
1.213319789744112670e-01,6.641800051809241268e-01,-1.026494000085904912e-01,1.554483561783021328e-01,-1.184353847002425353e-01,-3.303461655321450474e-03
1.157912424042607802e-01,6.338132483229333980e-01,-9.804084754205043273e-02,1.485353438106903345e-01,-1.130885368236540928e-01,-2.328840801847920083e-03
1.102834360133687491e-01,6.036099638560596947e-01,-9.345487338299104940e-02,1.416405403730273960e-01,-1.077688193301646197e-01,-1.376030768296204743e-03
1.048115568743185760e-01,5.735880356676140712e-01,-8.889436140379063100e-02,1.347684144089763836e-01,-1.024791967396400383e-01,-4.462716545576977945e-04
