-1.000000000000000056e-01,-4.000000000000000222e-01,2.000000000000000111e-01,4.000000000000000222e-01,2.000000000000000111e-01,-2.000000000000000111e-01,-2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.034098445483250667e-01,-3.994040467714916054e-01,1.967740493094451149e-01,3.772202808805651397e-01,2.206663569900786104e-01,-2.453719499786083114e-01,-2.034425404011886429e-01,2.141334176122773256e-02,1.204167881018751440e-01,-5.964800282176836721e-02,6.514141331850042960e-02,-4.372628038393663180e-03,0.000000000000000000e+00
-1.069004779627293761e-01,-3.989763318793662084e-01,1.934909946130725367e-01,3.601540244994263507e-01,2.379083797135007061e-01,-2.844493053273318695e-01,-2.102314787382623673e-01,3.711697822124906954e-02,2.407928669884437656e-01,-1.244965392743804661e-01,1.289324873820938411e-01,-1.263615966803074454e-02,0.000000000000000000e+00
-1.104497694187984713e-01,-3.986622573528517677e-01,1.901648804116108649e-01,3.469991222135341280e-01,2.530251793826142626e-01,-3.196374591333731585e-01,-2.191991377049405110e-01,4.889301280106986280e-02,3.613898567347432755e-01,-1.928366706642395401e-01,1.919935945773787456e-01,-2.344040850687480193e-02,0.000000000000000000e+00
-1.140472592690001535e-01,-3.984343270724280406e-01,1.868027875697584883e-01,3.366327232794461555e-01,2.666411710451861428e-01,-3.520892208998185891e-01,-2.297703009955160136e-01,5.785572815404457087e-02,4.823475070089334737e-01,-2.638058603906160982e-01,2.546340409640891478e-01,-3.609239434577159178e-02,0.000000000000000000e+00
-1.176864850335996998e-01,-3.982758848439805210e-01,1.834092839198921132e-01,3.283203125033136716e-01,2.791150929446398754e-01,-3.824651209628220916e-01,-2.416039181475401199e-01,6.473484857965428052e-02,6.037432831119179388e-01,-3.368742450967484592e-01,3.170360520409334359e-01,-5.016701402576403956e-02,0.000000000000000000e+00
-1.213626745231304593e-01,-3.981757695089748750e-01,1.799878668610409016e-01,3.215615635747980372e-01,2.906738328264610871e-01,-4.111824332510304880e-01,-2.544750148020903380e-01,7.002741209967719427e-02,7.256140995569159147e-01,-4.116768511952466625e-01,3.793139020240648973e-01,-6.537665366239470144e-02,0.000000000000000000e+00
-1.250718623802147267e-01,-3.981259842227387602e-01,1.765415360661123367e-01,3.160040462910327363e-01,3.014702302709311166e-01,-4.385226542658012261e-01,-2.682233507956628404e-01,7.408319823896573897e-02,8.479683398643018677e-01,-4.879417473587435161e-01,4.415402549639796947e-01,-8.151366245842023295e-02,0.000000000000000000e+00
-1.288105041868502776e-01,-3.981205096931095810e-01,1.730730463422612275e-01,3.113923351218704227e-01,3.116117285645418344e-01,-4.646846029528610145e-01,-2.827280225389394164e-01,7.715524773267862235e-02,9.707935922520000149e-01,-5.654542900786246884e-01,5.037601559599018675e-01,-9.842085378652441763e-02,0.000000000000000000e+00
-1.325752920029323878e-01,-3.981546344314386698e-01,1.695850267820074309e-01,3.075367069682375387e-01,3.211761105550737239e-01,-4.898134756871353468e-01,-2.978935782621679462e-01,7.943099212217213934e-02,1.094061961919513770e+00,-6.440374212714587987e-01,5.659993336614532744e-01,-1.159747930133959437e-01,0.000000000000000000e+00
-1.363630602824595361e-01,-3.982245485685392272e-01,1.660800391168130441e-01,3.042931854996420160e-01,3.302208189879554112e-01,-5.140179950824188548e-01,-3.136418403978047387e-01,8.105212583712929908e-02,1.217733843965592033e+00,-7.235399855631189370e-01,6.282694983341441386e-01,-1.340756399316680725e-01,0.000000000000000000e+00
-1.401707354942847705e-01,-3.983270840569136939e-01,1.625606067864981130e-01,3.015504195746059324e-01,3.387888076114186631e-01,-5.373811420599374777e-01,-3.299068027472182862e-01,8.212768716083790332e-02,1.341760664105488665e+00,-8.038294060077464387e-01,6.905718992507686727e-01,-1.526406411530233098e-01,0.000000000000000000e+00
-1.439953081259892353e-01,-3.984595415591973833e-01,1.590292293304237381e-01,2.992208196029318978e-01,3.469123885681198449e-01,-5.599671933180995209e-01,-3.466312960951159483e-01,8.274290322668684250e-02,1.466086905812847396e+00,-8.847868852036101517e-01,7.528998056652338455e-01,-1.715997850559938531e-01,0.000000000000000000e+00
-1.478338166848561508e-01,-3.986195712936461688e-01,1.554883892297536652e-01,2.972344266114110845e-01,3.546158599672316614e-01,-5.818265152725368150e-01,-3.637647262818239358e-01,8.296531409227653198e-02,1.590651633608594073e+00,-9.663041457535441747e-01,8.152402894540857758e-01,-1.908928015990322968e-01,0.000000000000000000e+00
-1.516833383707457406e-01,-3.988050888352134282e-01,1.519405548187720834e-01,2.955345816317846985e-01,3.619173581716347288e-01,-6.029989344650054095e-01,-3.812614919825228488e-01,8.284910306565734794e-02,1.715389654496376259e+00,-1.048281148539757401e+00,8.775755377495524368e-01,-2.104670317929304701e-01,0.000000000000000000e+00
-1.555409835735643287e-01,-3.990142143197366598e-01,1.483881811547082541e-01,2.940748090764370160e-01,3.688301993081823382e-01,-6.235161706969701845e-01,-3.990798497552923152e-01,8.243821684621750745e-02,1.840232415679406541e+00,-1.130624453814017993e+00,9.398838398553129858e-01,-2.302758779899212183e-01,0.000000000000000000e+00
-1.594038926188640626e-01,-3.992452277552392403e-01,1.448337098521786381e-01,2.928165359546625601e-01,3.753638738586838053e-01,-6.434036331534784825e-01,-4.171810831589656821e-01,8.176865210119653449e-02,1.965108707531175725e+00,-1.213246017339638216e+00,1.002140342972749343e+00,-2.502776527812087815e-01,0.000000000000000000e+00
-1.632692338628213835e-01,-3.994965356827340774e-01,1.412795684232806270e-01,2.917273974635554712e-01,3.815247993731977760e-01,-6.626817714513604241e-01,-4.355288846296754834e-01,8.087015708076876475e-02,2.089945221023748356e+00,-1.296062288414176367e+00,1.064317640510645369e+00,-2.704347079010703259e-01,0.000000000000000000e+00
-1.671342026115228696e-01,-3.997666459981230602e-01,1.377281694137173773e-01,2.907799609831357435e-01,3.873169006538503267e-01,-6.813671080173432371e-01,-4.540888901212818962e-01,7.976751574434123859e-02,2.214666995198194765e+00,-1.378993521956418444e+00,1.126386237074562313e+00,-2.907127638327832164e-01,0.000000000000000000e+00
-1.709960205515895781e-01,-4.000541487471524493e-01,1.341819094878496932e-01,2.899507532644791108e-01,3.927420643770143105e-01,-6.994730372487071302e-01,-4.728283260341439864e-01,7.848152931884350147e-02,2.339197780744188826e+00,-1.461963245301079795e+00,1.188314921276318215e+00,-3.110803858332041871e-01,0.000000000000000000e+00
-1.748519355026785238e-01,-4.003577013603562551e-01,1.306431685392655251e-01,2.892195104439521103e-01,3.978005006817842970e-01,-7.170104505742265211e-01,-4.917157404696474998e-01,7.702977548623460291e-02,2.463460339017544687e+00,-1.544897838702187443e+00,1.250071068763599635e+00,-3.315085684482395600e-01,0.000000000000000000e+00
-1.786992213759795445e-01,-4.006760172338907910e-01,1.271143088608640837e-01,2.885685939522952825e-01,4.024910346987993770e-01,-7.339882291696698813e-01,-5.107207990687275823e-01,7.542720203384341293e-02,2.587376690996088247e+00,-1.627726200679278312e+00,1.311620891848631398e+00,-3.519704015318194656e-01,0.000000000000000000e+00
-1.825351782675908308e-01,-4.010078568625248252e-01,1.235976743847139181e-01,2.879825314148378168e-01,4.068113445292434460e-01,-7.504136343771329321e-01,-5.298141312119191149e-01,7.368659581743888798e-02,2.710868327175683934e+00,-1.710379477535994619e+00,1.372929647890528848e+00,-3.724407982508360915e-01,0.000000000000000000e+00
-1.863571326434165787e-01,-4.013520209403945160e-01,1.200955899888616618e-01,2.874476527696742112e-01,4.107581577222755853e-01,-7.662926178308135938e-01,-5.489672161352540103e-01,7.181895678344639433e-02,2.833856386846503650e+00,-1.792790842025525189e+00,1.433961815574278820e+00,-3.928962707532969723e-01,0.000000000000000000e+00
-1.901624375897805197e-01,-4.017073449934853713e-01,1.166103608612366616e-01,2.869517996704878393e-01,4.143274151642379333e-01,-7.816300676621855681e-01,-5.681523011449822746e-01,6.983379897373312439e-02,2.956261813295834262e+00,-1.874895310094918388e+00,1.494681246050973078e+00,-4.133147428500536513e-01,0.000000000000000000e+00
-1.939484731152502917e-01,-4.020726952145172728e-01,1.131442719072032754e-01,2.864840918354376598e-01,4.175144090550175213e-01,-7.964300031571668326e-01,-5.873423459713098538e-01,6.773939485212115974e-02,3.078005490070978567e+00,-1.956629587460069652e+00,1.555051294307975951e+00,-4.336753916970632061e-01,0.000000000000000000e+00
-1.977126464965862640e-01,-4.024469652487185911e-01,1.096995871856545901e-01,2.860347380447793020e-01,4.203139000262020586e-01,-8.106957273548658360e-01,-6.065109886316212284e-01,6.554297525686098025e-02,3.199008362373039205e+00,-2.037931939802387848e+00,1.615034934954695744e+00,-4.539585123840403358e-01,0.000000000000000000e+00
-2.014523926667090847e-01,-4.028290737364176866e-01,1.062785493579534862e-01,2.855948824421064014e-01,4.227202172671428726e-01,-8.244299449736035568e-01,-6.256325291383363352e-01,6.325089433464273214e-02,3.319191546846709695e+00,-2.118742081873332239e+00,1.674594865723216808e+00,-4.741454007498357437e-01,0.000000000000000000e+00
-2.051651746459942360e-01,-4.032179624612607372e-01,1.028833791340123538e-01,2.851564789734682970e-01,4.247273446433985078e-01,-8.376348514962345115e-01,-6.446819280947451158e-01,6.086876663395276305e-02,3.438476432415820128e+00,-2.199001081903444899e+00,1.733693601312336519e+00,-4.942182507999574592e-01,0.000000000000000000e+00
-2.088484840206092097e-01,-4.036125949852056305e-01,9.951627470007415321e-02,2.847121884232752254e-01,4.263289951318901538e-01,-8.503121980876335861e-01,-6.636348177479322041e-01,5.840158191109032226e-02,3.556784774341113842e+00,-2.278651278547364711e+00,1.792293559691240379e+00,-5.141600638974865856e-01,0.000000000000000000e+00
-2.124998414733511032e-01,-4.040119556760602415e-01,9.617941111316023750e-02,2.842552937281014880e-01,4.275186753982661569e-01,-8.624633361427932465e-01,-6.824675234634591803e-01,5.585380197898603266e-02,3.674038783310065615e+00,-2.357636208231213004e+00,1.850357142584165171e+00,-5.339545675053092300e-01,0.000000000000000000e+00
-2.161167973737370407e-01,-4.044150490522282482e-01,9.287493964759517551e-02,2.837796301767790963e-01,4.282897419623614144e-01,-8.740892445978040159e-01,-7.011570938880482551e-01,5.322944299976226784e-02,3.790161211082516690e+00,-2.435900541256985186e+00,1.907846811550360622e+00,-5.535861417248243432e-01,0.000000000000000000e+00
-2.196969324350890596e-01,-4.048208993839356173e-01,8.960498707946797092e-02,2.832795278142679063e-01,4.286354501067698997e-01,-8.851905426227327789e-01,-7.196813383002459430e-01,5.053214591012952783e-02,3.905075433990899736e+00,-2.513390025398010597e+00,1.964725160832615947e+00,-5.730397522397225885e-01,0.000000000000000000e+00
-2.232378584471202687e-01,-4.052285505015779665e-01,8.637165489532780405e-02,2.827497639130154283e-01,4.285489964592347767e-01,-8.957674899150344094e-01,-7.380188698337400988e-01,4.776523711896851071e-02,4.018705535415139529e+00,-2.590051436017499764e+00,2.020954987956559368e+00,-5.923008885589176042e-01,0.000000000000000000e+00
-2.267372190931288278e-01,-4.056370657707172867e-01,8.317701841183861022e-02,2.821855237991332532e-01,4.280235560054801991e-01,-9.058199764953311917e-01,-7.561491534072812826e-01,4.493178118858617148e-02,4.130976388208913441e+00,-2.665832531978307607e+00,2.076499362909772550e+00,-6.113555066791664938e-01,0.000000000000000000e+00
-2.301926908613640688e-01,-4.060455282002306543e-01,8.002312579354294020e-02,2.815823686512619606e-01,4.270523141529854461e-01,-9.153475036524325592e-01,-7.740525573190040198e-01,4.203462687562765920e-02,4.241813737937047080e+00,-2.740682016800849663e+00,2.131321696605462446e+00,-6.301899754692622535e-01,0.000000000000000000e+00
-2.336019840604647291e-01,-4.064530406555937891e-01,7.691199695632468247e-02,2.809362091493593505e-01,4.256284943586288172e-01,-9.243491574748338158e-01,-7.917104075687918519e-01,3.907644764260096576e-02,4.351144287686863343e+00,-2.814549504678117930e+00,2.185385809233015841e+00,-6.487910262242668757e-01,0.000000000000000000e+00
-2.369628439490815974e-01,-4.068587261535790423e-01,7.384562234462796471e-02,2.802432840551475346e-01,4.237453817471267814e-01,-9.328235762297280020e-01,-8.091050440653987375e-01,3.605977754010260966e-02,4.458895785134044054e+00,-2.887385491079747180e+00,2.238655999012090447e+00,-6.671457049577914633e-01,0.000000000000000000e+00
-2.402730519898899075e-01,-4.072617282180018838e-01,7.082596157100773393e-02,2.795001429678831695e-01,4.213963430768840612e-01,-9.407689126978162619e-01,-8.262198779596009457e-01,3.298704319085286885e-02,4.564997112471879781e+00,-2.959141327776737107e+00,2.291097111793665153e+00,-6.852413270985211469e-01,0.000000000000000000e+00
-2.435304272381478841e-01,-4.076612112787322273e-01,6.785494190717193674e-02,2.787036326277526621e-01,4.185748433512153088e-01,-9.481827924364645277e-01,-8.430394494232871239e-01,2.986059247025771649e-02,4.669378379748352792e+00,-3.029769202198813627e+00,2.342674611887851643e+00,-7.030654343383098137e-01,0.000000000000000000e+00
-2.467328278747698556e-01,-4.080563610981345901e-01,6.493445661634626720e-02,2.778508862416614877e-01,4.152744593220553115e-01,-9.550622688187730969e-01,-8.595494852696168309e-01,2.668272036733855893e-02,4.771971022095738313e+00,-3.099222121100505323e+00,2.393354654441574247e+00,-7.206057534463409242e-01,0.000000000000000000e+00
-2.498781528935197505e-01,-4.084463852105097437e-01,6.206636311756812130e-02,2.769393153879075031e-01,4.114888900877956557e-01,-9.614037755782910422e-01,-8.757369558824479316e-01,2.345569241907825148e-02,4.872707901280198151e+00,-3.167453898561623404e+00,2.443104159637877970e+00,-7.378501569193027798e-01,0.000000000000000000e+00
-2.529643439513933334e-01,-4.088305133610550257e-01,5.925248097341478254e-02,2.759666041214411947e-01,4.072119649442278999e-01,-9.672030774744295734e-01,-8.915901309956738574e-01,2.018176603635003091e-02,4.971523411942542658e+00,-3.234419148384356291e+00,2.491890888941008964e+00,-7.547866253828225958e-01,0.000000000000000000e+00
-2.559893873905085271e-01,-4.092079979313938964e-01,5.649458969370614592e-02,2.749307049533911695e-01,4.024376486063355185e-01,-9.724552195802268484e-01,-9.070986339354464301e-01,1.686320997738298064e-02,5.068353592844581534e+00,-3.300073280973238710e+00,2.539683523566864221e+00,-7.714032116955212848e-01,0.000000000000000000e+00
-2.589513164388511091e-01,-4.095781143388804724e-01,5.379442634891184322e-02,2.738298364198525348e-01,3.971600438769700148e-01,-9.771544755789051129e-01,-9.222534940117571578e-01,1.350232217267238050e-02,5.163136243377413948e+00,-3.364372504795887675e+00,2.586451745316037609e+00,-7.876880067345121139e-01,0.000000000000000000e+00
-2.618482135960011892e-01,-4.099401613966923152e-01,5.115368298834654937e-02,2.726624819876433126e-01,3.913733917956597197e-01,-9.812942953379474309e-01,-9.370471968206021129e-01,1.010144606140583011e-02,5.255811045527872594e+00,-3.427273832521597896e+00,2.632166319866380277e+00,-8.036291068601052467e-01,0.000000000000000000e+00
-2.646782132084763428e-01,-4.102934616211890151e-01,4.857400385976634594e-02,2.714273900704500253e-01,3.850720692554649993e-01,-9.848672519064936015e-01,-9.514737322952675491e-01,6.662985562329538577e-03,5.346319691436857369e+00,-3.488735091920873721e+00,2.676799182583663228e+00,-8.192145830676785812e-01,0.000000000000000000e+00
-2.674395042375458109e-01,-4.106373614721456344e-01,4.605698242869018383e-02,2.701235749488268834e-01,3.782505840276756404e-01,-9.878649879533263345e-01,-9.655286404253159427e-01,3.189418770339169911e-03,5.434606016618363178e+00,-3.548714941581056159e+00,2.720323526872884923e+00,-8.344324518355766829e-01,0.000000000000000000e+00
-2.701303332202818486e-01,-4.109712315102547198e-01,4.360415819766479129e-02,2.687503184029502168e-01,3.709035670821644315e-01,-9.902781615261752046e-01,-9.792090546459858436e-01,-3.166895569716391551e-04,5.520616138841029752e+00,-3.607172891450090901e+00,2.762713895059619507e+00,-8.492706476686805450e-01,0.000000000000000000e+00
